"","site","island","tot_bm","tot_bm_se","tot_den","tot_den_se","tot_l","tot_l_se","herb_bm","herb_bm_se","herb_den","herb_den_se","herb_l","herb_l_se","acan_bm","acan_bm_se","acan_den","acan_den_se","acan_l","acan_l_se","scar_bm","scar_bm_se","scar_den","scar_den_se","scar_l","scar_l_se","vir_bm","vir_bm_se","vir_den","vir_den_se","vir_l","vir_l_se","vet_bm","vet_bm_se","vet_den","vet_den_se","vet_l","vet_l_se","aur_bm","aur_bm_se","aur_den","aur_den_se","aur_l","aur_l_se","juv_bm","juv_bm_se","juv_den","juv_den_se","juv_l","juv_l_se","init_bm","init_bm_se","init_den","init_den_se","init_l","init_l_se","term_bm","term_bm_se","term_den","term_den_se","term_l","term_l_se","carn_bm","carn_bm_se","carn_den","carn_den_se","carn_l","carn_l_se","carn30_bm","carn30_bm_se","carn30_den","carn30_den_se","carn30_l","carn30_l_se","cca_cover","cca_cover_se","lc_cover","lc_cover_se","ma_cover","ma_cover_se","ma_canopy","ma_canopy_se","ta_cover","ta_cover_se","ta_canopy","ta_canopy_se","rugosity","rugosity_se","ma_ind","ta_ind","spear_daily","spear_binary","diving"
"1","18th Palm","Bonaire",6581.44515970012,1251.51355747292,115.595238095238,20.202115542962,11.6812183427053,1.25786640577897,3726.79127174964,1191.91232527091,32.0238095238095,11.3983562220779,16.7772959721523,0.916873499760405,1426.14214194167,1174.83205027551,15,11.8383065784555,14.4410540915395,0.487838981249729,2300.251190375,171.144282216024,15.5952380952381,1.35735169654659,18.4152792696026,0.543937568430008,770.768011973691,122.792484810236,2.85714285714286,0.652050663696626,23.7333333333333,1.13340335918118,745.463377369048,123.743821909249,2.02380952380952,0.247817380888825,24.952380952381,2.258937067345,143.95103632119,37.8016446470664,2.26190476190476,0.595238095238095,15.5,0.961562881252794,13.1665324055952,5.45286894041756,2.14285714285714,1.66418465982913,7.32386363636364,1.76743516115813,651.403702897619,94.970335176938,8.45238095238095,0.898789813722708,15.5525625168482,0.517118797899933,1391.411247975,274.439044213645,5.23809523809524,1.05252279443451,23.1275793650794,0.647555612021173,1636.92167974619,294.243033361813,11.3095238095238,1.35909077694791,17.5080974925695,1.32833026757705,593.811846083333,301.61032937114,0.833333333333333,0.445435403187374,33.3125,0.623957463827997,7.6,3.42,44.6,2.73,5.4,0.9,2.75,0.85,34.3,2.34,1.75,0.25,1.77,0.1,14.85,60.025,0,"No","High"
"2","Front Porch","Bonaire",10867.7265104417,2291.89424450388,146.666666666667,56.1939020680147,15.2257537999666,1.87656220794801,4855.0283130125,450.619106268617,19.7916666666667,3.06894163805338,23.003204812429,1.22657725657159,187.2787667375,95.3667513510504,1.45833333333333,0.625,18.2222222222222,0.968644209675705,4667.749546275,424.591151119977,18.3333333333333,2.65710089857069,23.2579966329966,1.12729937902766,3262.71035914167,141.143534385755,13.125,1.33398421613184,22.9880421865716,0.635935131380045,824.2219149375,307.816990348097,1.25,0.416666666666667,31.1666666666667,4.09267638593623,196.38873385625,77.1308138725735,1.45833333333333,0.524294058004913,19.8888888888889,0.484322104837853,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,3906.14898052708,1935.11545725917,28.75,14.2339090437823,18.5877416756176,1.01524308611032,1115.11073366667,512.580028993007,1.45833333333333,0.711593803191639,34.6666666666667,1.96497102042527,6.7,1.2,44.9,3.99,0.88,0.36,5.75,3.25,32.1,2.43,1.63,0.24,1.9,0.1,5.06,52.323,0,"No","High"
"3","Karpata","Bonaire",3563.21519010167,332.61672599109,123.333333333333,10.8987645530615,8.81954688382575,0.339991316496061,2160.76159756,203.5542269491,27.7380952380952,2.45134050975881,13.0632293300354,0.536870395528284,77.3225299714286,24.5286314184627,1.07142857142857,0.350466701044756,13.8,0.644204936336256,2076.54919730667,205.10002484139,20.8333333333333,1.66666666666667,15.5725194118051,0.559370346053178,510.486040499167,135.716632455261,4.04761904761905,0.934858649951567,13.9326530612245,1.31171263313698,771.542305003572,123.378822291888,2.97619047619048,0.509731451534331,23.2857142857143,0.967367210384914,226.022552453333,32.7251216111708,3.21428571428571,0.614759261302765,16.047619047619,0.648272312909909,54.8029190640476,15.6984744047233,9.52380952380952,2.19620541301932,5.75936008436008,0.592008770964869,775.98807687381,174.030243241928,10.5952380952381,2.3898642737958,15.2427734170591,0.562399085765687,1164.58861378214,179.937176223591,4.88095238095238,0.527941853001987,22.9126984126984,0.649380967706515,693.086241463095,158.808112068183,6.66666666666667,1.06034835046725,16.3082199546485,0.376531282240294,91.5382642619048,91.5382642619048,0.119047619047619,0.119047619047619,35,NA,7.6,0.78,59.8,3.5,7.91,2.52,11.25,3.15,21,2.67,1.63,0.24,1.97,0.11,88.9875,34.23,0,"No","High"
"4","Oil Slick","Bonaire",6258.73653074214,634.273934920911,142.5,32.0620677822905,11.3387605283267,0.937671944293124,3371.96220564964,329.601374547246,18.9285714285714,1.98134725917777,18.9821884464742,0.656329997743847,125.218292659524,31.4337174646575,1.78571428571429,0.382684554007657,14.0595238095238,0.477231006019701,3246.74391299012,347.045295218963,17.1428571428571,1.8621219375635,19.4358374848765,0.690833375229716,871.3106544,274.304235598073,3.45238095238095,0.423693581429814,20.8714285714286,2.05421464506806,1407.0352662131,183.588926397224,3.92857142857143,0.595238095238095,25.1690476190476,1.60930013943189,309.597093770952,60.2256086950436,3.0952380952381,0.673435029701474,17.5714285714286,0.917998414179117,22.064818040119,12.8747215002338,1.07142857142857,0.51434449987364,9.6,0.678232998312527,1239.05220245595,130.18191839389,10.2380952380952,1.51834337061183,17.1952928024357,0.581970675975432,1971.92465083929,269.237947468964,5.5952380952381,0.786675698476151,25.6137703566275,0.284697514940458,1570.18954922619,346.878796640587,18.5714285714286,5.98364803775741,17.5146740477568,0.806546073812164,216.266427559524,107.116658836716,0.357142857142857,0.168358757425368,33,1.52752523165195,9.8,1.91,46.7,7.64,9.02,2.41,13.75,3.75,25.6,4.1,1.38,0.24,1.68,0.07,124.025,35.328,0,"No","High"
"5","Mermaid Gardens","Antigua",6238.10703939533,924.27132498525,201.833333333333,31.6034456630567,8.33039518750726,1.27315438952447,3601.91464942383,651.530140813953,36,2.39211668240122,15.2920401069519,0.954730670230137,1771.14945921,244.034116397937,21.6666666666667,2.87469805177672,15.245308025308,0.359955438133172,1828.01966070933,482.657556597106,11.3333333333333,2.11804417118981,19.2650835275835,1.68415806874763,554.502668702333,276.693483124522,4,1.09924216318941,14.4111111111111,3.86251373404406,590.686538833333,160.508157261566,2.5,0.697216688778396,22.7208333333333,0.896582374187505,147.0481393685,33.9552332402239,3.66666666666667,0.726483157256779,10.4180952380952,0.935309375617455,6.05344558716667,5.04521210750055,3.66666666666667,1.43372087784044,3.41818181818182,0.524286212919862,1452.79427727667,399.282339828988,8.66666666666667,1.67912013996749,19.7342063492063,1.23617009464614,371.91746735,109.229843804461,2,0.623609564462324,20.7266666666667,2.89908797919468,614.978202672,125.634975470939,6.16666666666667,1.07367489389376,17.349494949495,0.694076854043151,0,0,0,0,NA,NA,1.8,0.8,10.8222222222222,2.72813416997455,15.4944444444444,4.02638290022934,13.5396428571429,1.11005511114234,60.8277777777778,4.70392205675747,3.44853968253968,0.233380904137365,1.3552,0.077945750365238,209.789244047619,209.767005467372,1,"Yes","Med"
"6","Pillars","Antigua",5274.31432060333,694.464551776992,154,45.1904918711398,9.20251776246198,1.27786048647601,2445.96313215567,408.482638696773,22.1666666666667,4.25408300603341,16.3273042383516,1.1561808668934,1210.446481166,185.780041691433,12,2.08499933386613,16.1767943409248,0.85693404012675,1234.10227816367,298.058035649303,9.33333333333333,2.95098853493763,18.0865079365079,1.4523551476587,95.4090437756667,74.3517051578364,1,0.408248290463863,14.25,5.34438958160799,370.387705493333,157.887332135858,2.5,1.23603308118261,20.6666666666667,3.08670986290869,113.110202905333,58.4736751181516,1.5,0.927960727138337,16.7222222222222,2.69143589195318,26.7819477626667,16.1906926861709,3.16666666666667,2.59985754595502,7.07692307692308,1.15725990732274,656.685853521667,102.323635854104,4,0.807946642902722,19.08,0.712144648228153,524.360742756667,195.764570490669,2.5,1.02062072615966,22.1916666666667,0.460147923075951,1265.07386148667,400.281951517867,6.83333333333333,1.16069902309868,20.4588888888889,1.10058289830861,126.9038036,126.9038036,0.166666666666667,0.166666666666667,34,NA,0,0,6.02083333333333,2.31444557240242,26.6955467372134,3.99661018590312,16.3847767857143,1.58282613019324,49.5812389770723,3.42645056186286,3.11607142857143,0.284675384676947,1.2055,0.0523617226607376,437.400574461845,154.498682169627,1,"Yes","High"
"7","Rendezvous","Antigua",4801.83976414833,1236.85086109185,186.333333333333,22.411244697448,7.44113026219523,0.468941903264318,2187.4520877975,637.65245953165,26,6.87891302782965,14.4086518744413,0.803518990366528,1842.57585167583,616.579918986415,21.6666666666667,6.54577896221849,14.12907239819,0.874805655764258,344.314098955833,69.6811780978993,4,0.849836585598798,15.5390476190476,0.717583498345318,120.897311288833,50.4026981227207,2.33333333333333,0.716860438920219,11.125,0.875,0,0,0,0,NA,NA,48.4001205666667,48.4001205666667,0.333333333333333,0.333333333333333,20.5,NA,4.89426366166667,1.61646327038251,1.16666666666667,0.372677996249965,5.75,0.520416499866533,291.743601543333,69.4476886452211,2.83333333333333,0.67700320038633,17.28,0.907413907762053,26.2197631833333,26.2197631833333,0.166666666666667,0.372677996249965,21,NA,1350.50154130067,469.645266283431,14,1.56790731018556,15.2490384615385,2.62562967933746,143.844675983333,143.844675983333,0.166666666666667,0.166666666666667,50,NA,0,0,6.85714285714286,1.42642696187047,23.7222222222222,4.37896205075761,16.1023611111111,1.71125683677809,63.3761904761905,4.82696925090226,3.14763756613757,0.0689257516844168,1.2558,0.0474293158289259,381.983788580247,199.485277941547,2,"Yes","Low"
"8","Snapper Point","Antigua",7512.43714615717,1245.68758965898,163.5,15.3690706724035,9.31938248728571,0.817215094325201,4381.658191578,1021.3036621259,36.6666666666667,2.92261298612503,16.0235413073828,0.931853227863085,1572.71589251333,109.744192437432,19.1666666666667,1.86338998124982,15.369825428195,0.192476807222402,2806.40177160783,1008.33672329774,14.8333333333333,2.66666666666667,18.8460317460317,1.54357599688213,1200.74655401467,413.32618739796,3.83333333333333,1.04083299973307,22.3928571428571,2.63439765798715,434.500691673333,235.648680539921,1.66666666666667,0.456435464587638,20.3,2.65329983228432,497.636795408167,111.573599896403,5.5,1.22474487139159,15.5433333333333,1.80528237249591,15.229155593,5.72679747101446,4.5,1.00692049779955,5.14936507936508,0.369212490906894,1683.18949480833,640.45319764323,9,2.30337916018088,20.0971428571429,1.0952438923242,1110.52364866333,467.643412905132,4,1.30170827931778,22.7527777777778,0.868698650671803,1580.63520199833,392.283301738452,8.5,1.92570333471522,20.8813186813187,0.982353525567183,424.757236366667,424.757236366667,0.333333333333333,0.333333333333333,39,NA,2.25,1.10867789130417,7.55555555555556,2.66164650919646,18.0694444444444,2.72688329227929,17.2980324074074,2.94919571366069,43.7013888888889,5.79426261876932,5.74449404761905,1.18492887543947,1.3735,0.0300846029279652,312.565835583848,251.042368344907,2,"Yes","Med"
"9","Turtle Bay","Antigua",6455.55491754933,1254.75460904775,183,13.2486896626715,8.59801604713385,0.7334324365836,1977.8219393565,353.101304755605,27.5,3.9352396510392,13.5065151515152,0.726178998360199,1360.06718410833,296.515642455183,13.6666666666667,2.6167197446846,16.1560990338164,0.336082354159068,613.094519238333,75.6010827801796,9.16666666666667,1.20761472884912,14.5854545454545,0.553080030973056,27.6668021558333,15.696698379056,2.83333333333333,1.16666666666667,6.36875,1.61971496335003,0,0,0,0,NA,NA,336.701510093167,92.58775542051,5.5,1.04083299973307,13.0027777777778,1.88951378552235,23.6759770398333,12.5858326009116,6.5,1.73605555466664,5.18040293040293,0.564347801219415,396.186483501667,26.1837933942634,5.5,0.5,15.465,0.694954035250614,171.672531523333,60.3643228071132,1.66666666666667,0.510310363079829,17.375,0.898494110535326,2086.96655008,557.43802204296,19.5,6.13844895356763,18.1152490561442,0.463337035898827,0,0,0,0,NA,NA,0,0,6.82222222222222,1.24206120999841,12.0825396825397,2.82482783641173,18.9786904761905,1.65954362647866,70.3206349206349,3.99439453543482,3.0162380952381,0.213875197385506,1.3192,0.0772886796368006,229.310780801209,212.103777928949,3,"Yes","Low"
"10","Windward","Antigua",4878.92757807167,655.866973035501,192.833333333333,26.6048763283058,7.86886755798308,0.6530217957884,1982.276364536,403.544025473003,22.5,3.70809924354783,15.3771672771673,0.432239881866544,1578.12486520933,352.551787391351,16.6666666666667,2.77638854149295,15.6826272175537,0.289282073209765,403.027224995,87.8753422569811,5.16666666666667,1.09924216318941,15.8311111111111,0.787639072571934,14.8490380216667,13.4593669215793,0.833333333333333,0.456435464587638,8.22222222222222,3.90789008779311,0,0,0,0,NA,NA,136.429901696667,47.5149209671658,1.66666666666667,0.52704627669473,16.8125,0.862258420273953,1.12427433166667,0.70754458925826,0.666666666666667,0.768295371441074,4.33333333333333,0.666666666666667,239.267538496667,70.9663039570417,3.33333333333333,0.456435464587638,15.29,1.21720992437624,111.009000293333,55.1062952727272,1,0.456435464587638,17.8333333333333,1.34370962471642,1278.36603677467,202.952888661171,16.1666666666667,7.31531878245158,17.7720570279394,2.41657952890003,0,0,0,0,NA,NA,0.527777777777778,0.527777777777778,4.73611111111111,1.09728082356401,14.5952380952381,3.2357629679176,18.4034722222222,2.24025592828775,73.2728174603175,5.1618187170174,3.38479662698413,0.231802871142698,1.20475,0.0370368622681062,268.603058862434,248.013585389306,3,"Yes","Med"
